pheno	rsid	pval	phenostring	phenocode	big_pval	effect_direction	category	big_pval_adj	phenocat	pval_sign	minpadj	prank	shortname	X3	pheno2
N. heterosexual partners in males and females combined	rs7152530	7e-12	Heel bone mineral density (BMD) T-score, automated	biobank_78	0.39	opposite	Physical	1	NSP	-0.39	3.71502764033711e-25	7	Bone mineral density (heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs7152530	7e-12	Relative age of first facial hair	biobank_2375	0.46	same	Physical	1	NSP	0.46	3.5738565900043e-20	11	Relative age of first facial hair	FALSE	combined
N. heterosexual partners in males and females combined	rs7152530	7e-12	Non-cancer illness code, self-reported: malabsorption/coeliac disease	biobank_20002_1456	0.52	same	Non-cancer illness	1	NSP	0.52	4.82953593243824e-193	1	Coeliac disease	FALSE	combined
N. heterosexual partners in males and females combined	rs7152530	7e-12	Hair/balding pattern: Pattern 3	biobank_2395_3	0.56	same	Physical	1	NSP	0.56	6.17731340195589e-14	16	Balding pattern 3	FALSE	combined
N. heterosexual partners in males and females combined	rs7152530	7e-12	Nap during day	biobank_1190	0.57	opposite	Exercise and Work	1	NSP	-0.57	2.81722929392231e-25	6	Nap during day	FALSE	combined
N. heterosexual partners in males and females combined	rs7152530	7e-12	Sitting height	biobank_20015	0.87	same	Physical	1	NSP	0.87	1.9318143729753e-21	9	Sitting height	FALSE	combined
N. heterosexual partners in males and females combined	rs7152530	7e-12	Hair/balding pattern: Pattern 4	biobank_2395_4	0.97	same	Physical	1	NSP	0.97	4.99052046351952e-48	2	Balding pattern 4	FALSE	combined
N. heterosexual partners in males and females combined	rs4702	2.3e-13	Sensitivity / hurt feelings	biobank_1950	3.2e-08	same	Mental health	0.000262831887479632	NSP	3.2e-08	9.65907186487648e-14	17	Sensitivity / hurt feelings	FALSE	combined
N. heterosexual partners in males and females combined	rs4702	2.3e-13	Hair/balding pattern: Pattern 4	biobank_2395_4	7e-04	opposite	Physical	0.955532830047137	NSP	-7e-04	4.99052046351952e-48	2	Balding pattern 4	FALSE	combined
N. heterosexual partners in males and females combined	rs4702	2.3e-13	Neuroticism score	biobank_20127	0.00075	same	Mental health	0.999490052243014	NSP	0.00075	1.6545632361131e-13	19.5	Neuroticism score	FALSE	combined
N. heterosexual partners in males and females combined	rs4702	2.3e-13	Ever smoked	biobank_20160	0.0027	same	Smoking	1	NSP	0.0027	5.13138192821563e-30	5	Ever smoked	FALSE	combined
N. heterosexual partners in males and females combined	rs4702	2.3e-13	Hair/balding pattern: Pattern 3	biobank_2395_3	0.046	opposite	Physical	1	NSP	-0.046	6.17731340195589e-14	16	Balding pattern 3	FALSE	combined
N. heterosexual partners in males and females combined	rs4702	2.3e-13	Trunk fat percentage	biobank_23127	0.1	same	Physical	1	NSP	0.1	1.20738398310956e-13	18	Trunk fat percentage	FALSE	combined
N. heterosexual partners in males and females combined	rs4702	2.3e-13	Heel bone mineral density (BMD) T-score, automated	biobank_78	0.12	same	Physical	1	NSP	0.12	3.71502764033711e-25	7	Bone mineral density (heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs4702	2.3e-13	Smoking status: Previous	biobank_20116_1	0.17	same	Smoking	1	NSP	0.17	2.72635092960223e-17	13	Smoking status: Previous	FALSE	combined
N. heterosexual partners in males and females combined	rs4702	2.3e-13	Nap during day	biobank_1190	0.18	same	Exercise and Work	1	NSP	0.18	2.81722929392231e-25	6	Nap during day	FALSE	combined
N. heterosexual partners in males and females combined	rs4702	2.3e-13	Non-cancer illness code, self-reported: malabsorption/coeliac disease	biobank_20002_1456	0.24	opposite	Non-cancer illness	1	NSP	-0.24	4.82953593243824e-193	1	Coeliac disease	FALSE	combined
N. heterosexual partners in males and females combined	rs4702	2.3e-13	Qualifications: A levels/AS levels or equivalent	biobank_6138_2	0.37	same	Early life	1	NSP	0.37	4.42707460473506e-14	15	A levels	FALSE	combined
N. heterosexual partners in males and females combined	rs4702	2.3e-13	Forced expiratory volume in 1-second (FEV1)	biobank_3063	0.43	opposite	Physical	1	NSP	-0.43	2.56569096410782e-23	8	FEV1	FALSE	combined
N. heterosexual partners in males and females combined	rs4702	2.3e-13	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	biobank_20002_1226	0.61	same	Non-cancer illness	1	NSP	0.61	6.07350730897536e-17	14	Hypothyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs4702	2.3e-13	Qualifications: None of the above	biobank_6138_100	0.61	opposite	Early life	1	NSP	-0.61	1.6545632361131e-13	19.5	No degree	FALSE	combined
N. heterosexual partners in males and females combined	rs4702	2.3e-13	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	biobank_20002_1225	0.67	same	Non-cancer illness	1	NSP	0.67	8.69316467838883e-38	3	Hyperthyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs4702	2.3e-13	Sitting height	biobank_20015	0.76	opposite	Physical	1	NSP	-0.76	1.9318143729753e-21	9	Sitting height	FALSE	combined
N. heterosexual partners in males and females combined	rs4702	2.3e-13	Treatment/medication code: levothyroxine sodium	biobank_20003_1141191044	0.8	opposite	Treatment/medication	1	NSP	-0.8	5.1588224732863e-21	10	Levothyroxine	FALSE	combined
N. heterosexual partners in males and females combined	rs4702	2.3e-13	Heel bone mineral density (BMD) T-score, automated (left)	biobank_4106	0.81	opposite	Physical	1	NSP	-0.81	5.63445858784462e-18	12	Bone mineral density (left heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs4702	2.3e-13	Qualifications: College or University degree	biobank_6138_1	0.83	same	Early life	1	NSP	0.83	3.70264421486932e-30	4	University degree	FALSE	combined
N. heterosexual partners in males and females combined	rs4702	2.3e-13	Relative age of first facial hair	biobank_2375	0.97	same	Physical	1	NSP	0.97	3.5738565900043e-20	11	Relative age of first facial hair	FALSE	combined
N. heterosexual partners in males and females combined	rs2432524	3.8e-08	Sitting height	biobank_20015	0.0087	same	Physical	1	NSP	0.0087	1.9318143729753e-21	9	Sitting height	FALSE	combined
N. heterosexual partners in males and females combined	rs2432524	3.8e-08	Relative age of first facial hair	biobank_2375	0.014	same	Physical	1	NSP	0.014	3.5738565900043e-20	11	Relative age of first facial hair	FALSE	combined
N. heterosexual partners in males and females combined	rs2432524	3.8e-08	Heel bone mineral density (BMD) T-score, automated (left)	biobank_4106	0.015	opposite	Physical	1	NSP	-0.015	5.63445858784462e-18	12	Bone mineral density (left heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs2432524	3.8e-08	Trunk fat percentage	biobank_23127	0.017	same	Physical	1	NSP	0.017	1.20738398310956e-13	18	Trunk fat percentage	FALSE	combined
N. heterosexual partners in males and females combined	rs2432524	3.8e-08	Qualifications: College or University degree	biobank_6138_1	0.034	opposite	Early life	1	NSP	-0.034	3.70264421486932e-30	4	University degree	FALSE	combined
N. heterosexual partners in males and females combined	rs2432524	3.8e-08	Qualifications: None of the above	biobank_6138_100	0.083	same	Early life	1	NSP	0.083	1.6545632361131e-13	19.5	No degree	FALSE	combined
N. heterosexual partners in males and females combined	rs2432524	3.8e-08	Hair/balding pattern: Pattern 4	biobank_2395_4	0.084	same	Physical	1	NSP	0.084	4.99052046351952e-48	2	Balding pattern 4	FALSE	combined
N. heterosexual partners in males and females combined	rs2432524	3.8e-08	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	biobank_20002_1226	0.14	same	Non-cancer illness	1	NSP	0.14	6.07350730897536e-17	14	Hypothyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs2432524	3.8e-08	Neuroticism score	biobank_20127	0.14	same	Mental health	1	NSP	0.14	1.6545632361131e-13	19.5	Neuroticism score	FALSE	combined
N. heterosexual partners in males and females combined	rs2432524	3.8e-08	Qualifications: A levels/AS levels or equivalent	biobank_6138_2	0.17	opposite	Early life	1	NSP	-0.17	4.42707460473506e-14	15	A levels	FALSE	combined
N. heterosexual partners in males and females combined	rs2432524	3.8e-08	Treatment/medication code: levothyroxine sodium	biobank_20003_1141191044	0.4	same	Treatment/medication	1	NSP	0.4	5.1588224732863e-21	10	Levothyroxine	FALSE	combined
N. heterosexual partners in males and females combined	rs2432524	3.8e-08	Sensitivity / hurt feelings	biobank_1950	0.49	same	Mental health	1	NSP	0.49	9.65907186487648e-14	17	Sensitivity / hurt feelings	FALSE	combined
N. heterosexual partners in males and females combined	rs2432524	3.8e-08	Ever smoked	biobank_20160	0.51	same	Smoking	1	NSP	0.51	5.13138192821563e-30	5	Ever smoked	FALSE	combined
N. heterosexual partners in males and females combined	rs2432524	3.8e-08	Forced expiratory volume in 1-second (FEV1)	biobank_3063	0.55	same	Physical	1	NSP	0.55	2.56569096410782e-23	8	FEV1	FALSE	combined
N. heterosexual partners in males and females combined	rs2432524	3.8e-08	Heel bone mineral density (BMD) T-score, automated	biobank_78	0.6	same	Physical	1	NSP	0.6	3.71502764033711e-25	7	Bone mineral density (heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs2432524	3.8e-08	Smoking status: Previous	biobank_20116_1	0.62	opposite	Smoking	1	NSP	-0.62	2.72635092960223e-17	13	Smoking status: Previous	FALSE	combined
N. heterosexual partners in males and females combined	rs2432524	3.8e-08	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	biobank_20002_1225	0.71	same	Non-cancer illness	1	NSP	0.71	8.69316467838883e-38	3	Hyperthyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs2432524	3.8e-08	Hair/balding pattern: Pattern 3	biobank_2395_3	0.75	opposite	Physical	1	NSP	-0.75	6.17731340195589e-14	16	Balding pattern 3	FALSE	combined
N. heterosexual partners in males and females combined	rs2432524	3.8e-08	Non-cancer illness code, self-reported: malabsorption/coeliac disease	biobank_20002_1456	0.88	opposite	Non-cancer illness	1	NSP	-0.88	4.82953593243824e-193	1	Coeliac disease	FALSE	combined
N. heterosexual partners in males and females combined	rs2432524	3.8e-08	Nap during day	biobank_1190	1	same	Exercise and Work	1	NSP	1	2.81722929392231e-25	6	Nap during day	FALSE	combined
N. heterosexual partners in males and females combined	rs12451892	5.7e-12	Hair/balding pattern: Pattern 4	biobank_2395_4	4.7e-07	opposite	Physical	0.00272822342337256	NSP	-4.7e-07	4.99052046351952e-48	2	Balding pattern 4	FALSE	combined
N. heterosexual partners in males and females combined	rs12451892	5.7e-12	Ever smoked	biobank_20160	0.00057	same	Smoking	0.833182651782626	NSP	0.00057	5.13138192821563e-30	5	Ever smoked	FALSE	combined
N. heterosexual partners in males and females combined	rs12451892	5.7e-12	Trunk fat percentage	biobank_23127	0.0019	opposite	Physical	1	NSP	-0.0019	1.20738398310956e-13	18	Trunk fat percentage	FALSE	combined
N. heterosexual partners in males and females combined	rs12451892	5.7e-12	Nap during day	biobank_1190	0.002	same	Exercise and Work	1	NSP	0.002	2.81722929392231e-25	6	Nap during day	FALSE	combined
N. heterosexual partners in males and females combined	rs12451892	5.7e-12	Sitting height	biobank_20015	0.015	opposite	Physical	1	NSP	-0.015	1.9318143729753e-21	9	Sitting height	FALSE	combined
N. heterosexual partners in males and females combined	rs12451892	5.7e-12	Smoking status: Previous	biobank_20116_1	0.026	same	Smoking	1	NSP	0.026	2.72635092960223e-17	13	Smoking status: Previous	FALSE	combined
N. heterosexual partners in males and females combined	rs12451892	5.7e-12	Qualifications: A levels/AS levels or equivalent	biobank_6138_2	0.1	same	Early life	1	NSP	0.1	4.42707460473506e-14	15	A levels	FALSE	combined
N. heterosexual partners in males and females combined	rs12451892	5.7e-12	Qualifications: None of the above	biobank_6138_100	0.11	opposite	Early life	1	NSP	-0.11	1.6545632361131e-13	19.5	No degree	FALSE	combined
N. heterosexual partners in males and females combined	rs12451892	5.7e-12	Relative age of first facial hair	biobank_2375	0.21	same	Physical	1	NSP	0.21	3.5738565900043e-20	11	Relative age of first facial hair	FALSE	combined
N. heterosexual partners in males and females combined	rs12451892	5.7e-12	Forced expiratory volume in 1-second (FEV1)	biobank_3063	0.22	opposite	Physical	1	NSP	-0.22	2.56569096410782e-23	8	FEV1	FALSE	combined
N. heterosexual partners in males and females combined	rs12451892	5.7e-12	Heel bone mineral density (BMD) T-score, automated (left)	biobank_4106	0.25	same	Physical	1	NSP	0.25	5.63445858784462e-18	12	Bone mineral density (left heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs12451892	5.7e-12	Neuroticism score	biobank_20127	0.31	opposite	Mental health	1	NSP	-0.31	1.6545632361131e-13	19.5	Neuroticism score	FALSE	combined
N. heterosexual partners in males and females combined	rs12451892	5.7e-12	Non-cancer illness code, self-reported: malabsorption/coeliac disease	biobank_20002_1456	0.39	same	Non-cancer illness	1	NSP	0.39	4.82953593243824e-193	1	Coeliac disease	FALSE	combined
N. heterosexual partners in males and females combined	rs12451892	5.7e-12	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	biobank_20002_1226	0.43	same	Non-cancer illness	1	NSP	0.43	6.07350730897536e-17	14	Hypothyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs12451892	5.7e-12	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	biobank_20002_1225	0.44	same	Non-cancer illness	1	NSP	0.44	8.69316467838883e-38	3	Hyperthyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs12451892	5.7e-12	Treatment/medication code: levothyroxine sodium	biobank_20003_1141191044	0.51	same	Treatment/medication	1	NSP	0.51	5.1588224732863e-21	10	Levothyroxine	FALSE	combined
N. heterosexual partners in males and females combined	rs12451892	5.7e-12	Qualifications: College or University degree	biobank_6138_1	0.55	opposite	Early life	1	NSP	-0.55	3.70264421486932e-30	4	University degree	FALSE	combined
N. heterosexual partners in males and females combined	rs12451892	5.7e-12	Sensitivity / hurt feelings	biobank_1950	0.68	opposite	Mental health	1	NSP	-0.68	9.65907186487648e-14	17	Sensitivity / hurt feelings	FALSE	combined
N. heterosexual partners in males and females combined	rs12451892	5.7e-12	Hair/balding pattern: Pattern 3	biobank_2395_3	0.78	same	Physical	1	NSP	0.78	6.17731340195589e-14	16	Balding pattern 3	FALSE	combined
N. heterosexual partners in males and females combined	rs12451892	5.7e-12	Heel bone mineral density (BMD) T-score, automated	biobank_78	0.9	same	Physical	1	NSP	0.9	3.71502764033711e-25	7	Bone mineral density (heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs17688916	3.8e-10	Hair/balding pattern: Pattern 4	biobank_2395_4	3.2e-51	same	Physical	1.9318143729753e-45	NSP	3.2e-51	4.99052046351952e-48	2	Balding pattern 4	FALSE	combined
N. heterosexual partners in males and females combined	rs17688916	3.8e-10	Nap during day	biobank_1190	1.3e-30	same	Exercise and Work	2.81722929392231e-25	NSP	1.3e-30	2.81722929392231e-25	6	Nap during day	FALSE	combined
N. heterosexual partners in males and females combined	rs17688916	3.8e-10	Forced expiratory volume in 1-second (FEV1)	biobank_3063	7.5e-28	same	Physical	9.53197881402285e-23	NSP	7.5e-28	2.56569096410782e-23	8	FEV1	FALSE	combined
N. heterosexual partners in males and females combined	rs17688916	3.8e-10	Sitting height	biobank_20015	2.5e-26	same	Physical	2.87472376930848e-21	NSP	2.5e-26	1.9318143729753e-21	9	Sitting height	FALSE	combined
N. heterosexual partners in males and females combined	rs17688916	3.8e-10	Relative age of first facial hair	biobank_2375	3.7e-25	opposite	Physical	3.5738565900043e-20	NSP	-3.7e-25	3.5738565900043e-20	11	Relative age of first facial hair	FALSE	combined
N. heterosexual partners in males and females combined	rs17688916	3.8e-10	Hair/balding pattern: Pattern 3	biobank_2395_3	1.1e-18	same	Physical	6.17731340195589e-14	NSP	1.1e-18	6.17731340195589e-14	16	Balding pattern 3	FALSE	combined
N. heterosexual partners in males and females combined	rs17688916	3.8e-10	Neuroticism score	biobank_20127	3.5e-18	opposite	Mental health	1.6545632361131e-13	NSP	-3.5e-18	1.6545632361131e-13	19.5	Neuroticism score	FALSE	combined
N. heterosexual partners in males and females combined	rs17688916	3.8e-10	Sensitivity / hurt feelings	biobank_1950	4.2e-18	opposite	Mental health	1.81107597466434e-13	NSP	-4.2e-18	9.65907186487648e-14	17	Sensitivity / hurt feelings	FALSE	combined
N. heterosexual partners in males and females combined	rs17688916	3.8e-10	Trunk fat percentage	biobank_23127	1.7e-08	same	Physical	0.000149276565184455	NSP	1.7e-08	1.20738398310956e-13	18	Trunk fat percentage	FALSE	combined
N. heterosexual partners in males and females combined	rs17688916	3.8e-10	Heel bone mineral density (BMD) T-score, automated	biobank_78	2.6e-08	same	Physical	0.000217999885839226	NSP	2.6e-08	3.71502764033711e-25	7	Bone mineral density (heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs17688916	3.8e-10	Qualifications: College or University degree	biobank_6138_1	5.8e-08	same	Early life	0.000440429377486506	NSP	5.8e-08	3.70264421486932e-30	4	University degree	FALSE	combined
N. heterosexual partners in males and females combined	rs17688916	3.8e-10	Qualifications: A levels/AS levels or equivalent	biobank_6138_2	7.2e-05	same	Early life	0.187757336466282	NSP	7.2e-05	4.42707460473506e-14	15	A levels	FALSE	combined
N. heterosexual partners in males and females combined	rs17688916	3.8e-10	Heel bone mineral density (BMD) T-score, automated (left)	biobank_4106	0.00012	same	Physical	0.272598453383156	NSP	0.00012	5.63445858784462e-18	12	Bone mineral density (left heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs17688916	3.8e-10	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	biobank_20002_1226	0.0011	opposite	Non-cancer illness	1	NSP	-0.0011	6.07350730897536e-17	14	Hypothyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs17688916	3.8e-10	Smoking status: Previous	biobank_20116_1	0.002	same	Smoking	1	NSP	0.002	2.72635092960223e-17	13	Smoking status: Previous	FALSE	combined
N. heterosexual partners in males and females combined	rs17688916	3.8e-10	Ever smoked	biobank_20160	0.0039	same	Smoking	1	NSP	0.0039	5.13138192821563e-30	5	Ever smoked	FALSE	combined
N. heterosexual partners in males and females combined	rs17688916	3.8e-10	Treatment/medication code: levothyroxine sodium	biobank_20003_1141191044	0.0048	opposite	Treatment/medication	1	NSP	-0.0048	5.1588224732863e-21	10	Levothyroxine	FALSE	combined
N. heterosexual partners in males and females combined	rs17688916	3.8e-10	Non-cancer illness code, self-reported: malabsorption/coeliac disease	biobank_20002_1456	0.051	opposite	Non-cancer illness	1	NSP	-0.051	4.82953593243824e-193	1	Coeliac disease	FALSE	combined
N. heterosexual partners in males and females combined	rs17688916	3.8e-10	Qualifications: None of the above	biobank_6138_100	0.094	opposite	Early life	1	NSP	-0.094	1.6545632361131e-13	19.5	No degree	FALSE	combined
N. heterosexual partners in males and females combined	rs17688916	3.8e-10	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	biobank_20002_1225	0.77	opposite	Non-cancer illness	1	NSP	-0.77	8.69316467838883e-38	3	Hyperthyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs62084701	3.9e-08	Trunk fat percentage	biobank_23127	2.3e-18	same	Physical	1.20738398310956e-13	NSP	2.3e-18	1.20738398310956e-13	18	Trunk fat percentage	FALSE	combined
N. heterosexual partners in males and females combined	rs62084701	3.9e-08	Heel bone mineral density (BMD) T-score, automated	biobank_78	8e-04	opposite	Physical	1	NSP	-8e-04	3.71502764033711e-25	7	Bone mineral density (heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs62084701	3.9e-08	Qualifications: A levels/AS levels or equivalent	biobank_6138_2	0.0051	opposite	Early life	1	NSP	-0.0051	4.42707460473506e-14	15	A levels	FALSE	combined
N. heterosexual partners in males and females combined	rs62084701	3.9e-08	Sitting height	biobank_20015	0.0066	same	Physical	1	NSP	0.0066	1.9318143729753e-21	9	Sitting height	FALSE	combined
N. heterosexual partners in males and females combined	rs62084701	3.9e-08	Neuroticism score	biobank_20127	0.032	same	Mental health	1	NSP	0.032	1.6545632361131e-13	19.5	Neuroticism score	FALSE	combined
N. heterosexual partners in males and females combined	rs62084701	3.9e-08	Sensitivity / hurt feelings	biobank_1950	0.033	same	Mental health	1	NSP	0.033	9.65907186487648e-14	17	Sensitivity / hurt feelings	FALSE	combined
N. heterosexual partners in males and females combined	rs62084701	3.9e-08	Relative age of first facial hair	biobank_2375	0.097	opposite	Physical	1	NSP	-0.097	3.5738565900043e-20	11	Relative age of first facial hair	FALSE	combined
N. heterosexual partners in males and females combined	rs62084701	3.9e-08	Hair/balding pattern: Pattern 3	biobank_2395_3	0.11	opposite	Physical	1	NSP	-0.11	6.17731340195589e-14	16	Balding pattern 3	FALSE	combined
N. heterosexual partners in males and females combined	rs62084701	3.9e-08	Qualifications: None of the above	biobank_6138_100	0.19	same	Early life	1	NSP	0.19	1.6545632361131e-13	19.5	No degree	FALSE	combined
N. heterosexual partners in males and females combined	rs62084701	3.9e-08	Smoking status: Previous	biobank_20116_1	0.28	opposite	Smoking	1	NSP	-0.28	2.72635092960223e-17	13	Smoking status: Previous	FALSE	combined
N. heterosexual partners in males and females combined	rs62084701	3.9e-08	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	biobank_20002_1226	0.46	same	Non-cancer illness	1	NSP	0.46	6.07350730897536e-17	14	Hypothyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs62084701	3.9e-08	Heel bone mineral density (BMD) T-score, automated (left)	biobank_4106	0.47	opposite	Physical	1	NSP	-0.47	5.63445858784462e-18	12	Bone mineral density (left heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs62084701	3.9e-08	Qualifications: College or University degree	biobank_6138_1	0.5	opposite	Early life	1	NSP	-0.5	3.70264421486932e-30	4	University degree	FALSE	combined
N. heterosexual partners in males and females combined	rs62084701	3.9e-08	Non-cancer illness code, self-reported: malabsorption/coeliac disease	biobank_20002_1456	0.65	same	Non-cancer illness	1	NSP	0.65	4.82953593243824e-193	1	Coeliac disease	FALSE	combined
N. heterosexual partners in males and females combined	rs62084701	3.9e-08	Nap during day	biobank_1190	0.74	same	Exercise and Work	1	NSP	0.74	2.81722929392231e-25	6	Nap during day	FALSE	combined
N. heterosexual partners in males and females combined	rs62084701	3.9e-08	Ever smoked	biobank_20160	0.81	same	Smoking	1	NSP	0.81	5.13138192821563e-30	5	Ever smoked	FALSE	combined
N. heterosexual partners in males and females combined	rs62084701	3.9e-08	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	biobank_20002_1225	0.86	same	Non-cancer illness	1	NSP	0.86	8.69316467838883e-38	3	Hyperthyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs62084701	3.9e-08	Hair/balding pattern: Pattern 4	biobank_2395_4	0.89	same	Physical	1	NSP	0.89	4.99052046351952e-48	2	Balding pattern 4	FALSE	combined
N. heterosexual partners in males and females combined	rs62084701	3.9e-08	Forced expiratory volume in 1-second (FEV1)	biobank_3063	0.91	opposite	Physical	1	NSP	-0.91	2.56569096410782e-23	8	FEV1	FALSE	combined
N. heterosexual partners in males and females combined	rs62084701	3.9e-08	Treatment/medication code: levothyroxine sodium	biobank_20003_1141191044	0.95	same	Treatment/medication	1	NSP	0.95	5.1588224732863e-21	10	Levothyroxine	FALSE	combined
N. heterosexual partners in males and females combined	rs1531518	1e-09	Heel bone mineral density (BMD) T-score, automated	biobank_78	0.0022	same	Physical	1	NSP	0.0022	3.71502764033711e-25	7	Bone mineral density (heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs1531518	1e-09	Forced expiratory volume in 1-second (FEV1)	biobank_3063	0.015	same	Physical	1	NSP	0.015	2.56569096410782e-23	8	FEV1	FALSE	combined
N. heterosexual partners in males and females combined	rs1531518	1e-09	Smoking status: Previous	biobank_20116_1	0.04	same	Smoking	1	NSP	0.04	2.72635092960223e-17	13	Smoking status: Previous	FALSE	combined
N. heterosexual partners in males and females combined	rs1531518	1e-09	Non-cancer illness code, self-reported: malabsorption/coeliac disease	biobank_20002_1456	0.047	opposite	Non-cancer illness	1	NSP	-0.047	4.82953593243824e-193	1	Coeliac disease	FALSE	combined
N. heterosexual partners in males and females combined	rs1531518	1e-09	Hair/balding pattern: Pattern 3	biobank_2395_3	0.067	opposite	Physical	1	NSP	-0.067	6.17731340195589e-14	16	Balding pattern 3	FALSE	combined
N. heterosexual partners in males and females combined	rs1531518	1e-09	Qualifications: A levels/AS levels or equivalent	biobank_6138_2	0.13	same	Early life	1	NSP	0.13	4.42707460473506e-14	15	A levels	FALSE	combined
N. heterosexual partners in males and females combined	rs1531518	1e-09	Trunk fat percentage	biobank_23127	0.16	opposite	Physical	1	NSP	-0.16	1.20738398310956e-13	18	Trunk fat percentage	FALSE	combined
N. heterosexual partners in males and females combined	rs1531518	1e-09	Heel bone mineral density (BMD) T-score, automated (left)	biobank_4106	0.25	same	Physical	1	NSP	0.25	5.63445858784462e-18	12	Bone mineral density (left heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs1531518	1e-09	Ever smoked	biobank_20160	0.27	same	Smoking	1	NSP	0.27	5.13138192821563e-30	5	Ever smoked	FALSE	combined
N. heterosexual partners in males and females combined	rs1531518	1e-09	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	biobank_20002_1225	0.36	same	Non-cancer illness	1	NSP	0.36	8.69316467838883e-38	3	Hyperthyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs1531518	1e-09	Relative age of first facial hair	biobank_2375	0.37	same	Physical	1	NSP	0.37	3.5738565900043e-20	11	Relative age of first facial hair	FALSE	combined
N. heterosexual partners in males and females combined	rs1531518	1e-09	Sensitivity / hurt feelings	biobank_1950	0.41	opposite	Mental health	1	NSP	-0.41	9.65907186487648e-14	17	Sensitivity / hurt feelings	FALSE	combined
N. heterosexual partners in males and females combined	rs1531518	1e-09	Hair/balding pattern: Pattern 4	biobank_2395_4	0.42	same	Physical	1	NSP	0.42	4.99052046351952e-48	2	Balding pattern 4	FALSE	combined
N. heterosexual partners in males and females combined	rs1531518	1e-09	Neuroticism score	biobank_20127	0.45	opposite	Mental health	1	NSP	-0.45	1.6545632361131e-13	19.5	Neuroticism score	FALSE	combined
N. heterosexual partners in males and females combined	rs1531518	1e-09	Sitting height	biobank_20015	0.47	same	Physical	1	NSP	0.47	1.9318143729753e-21	9	Sitting height	FALSE	combined
N. heterosexual partners in males and females combined	rs1531518	1e-09	Nap during day	biobank_1190	0.48	same	Exercise and Work	1	NSP	0.48	2.81722929392231e-25	6	Nap during day	FALSE	combined
N. heterosexual partners in males and females combined	rs1531518	1e-09	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	biobank_20002_1226	0.55	same	Non-cancer illness	1	NSP	0.55	6.07350730897536e-17	14	Hypothyroidism	FALSE	combined
N. heterosexual partners in males and females combined	rs1531518	1e-09	Qualifications: None of the above	biobank_6138_100	0.68	same	Early life	1	NSP	0.68	1.6545632361131e-13	19.5	No degree	FALSE	combined
N. heterosexual partners in males and females combined	rs1531518	1e-09	Qualifications: College or University degree	biobank_6138_1	0.85	opposite	Early life	1	NSP	-0.85	3.70264421486932e-30	4	University degree	FALSE	combined
N. heterosexual partners in males and females combined	rs1531518	1e-09	Treatment/medication code: levothyroxine sodium	biobank_20003_1141191044	0.92	same	Treatment/medication	1	NSP	0.92	5.1588224732863e-21	10	Levothyroxine	FALSE	combined
N. heterosexual partners in males and females combined	rs1894521	4.9e-09	Nap during day	biobank_1190	6.7e-05	opposite	Exercise and Work	0.178378670051468	NSP	-6.7e-05	2.81722929392231e-25	6	Nap during day	FALSE	combined
N. heterosexual partners in males and females combined	rs1894521	4.9e-09	Heel bone mineral density (BMD) T-score, automated (left)	biobank_4106	0.13	opposite	Physical	1	NSP	-0.13	5.63445858784462e-18	12	Bone mineral density (left heel)	FALSE	combined
N. heterosexual partners in males and females combined	rs1894521	4.9e-09	Sitting height	biobank_20015	0.16	opposite	Physical	1	NSP	-0.16	1.9318143729753e-21	9	Sitting height	FALSE	combined
